nim,kode_matkul
2411501014,TIO4016
2411501014,TIO4017
2411501014,TIO4018
2411501014,UAY0004
2411501014,UAY0010
2411501015,TIO3010
2411501015,TIO3011
2411501015,TIO3012
2411501015,TIO3013
2411501015,UAY0003
2411501015,UAY0009
2411501015,TIO4014
2411501015,TIO4015
2411501015,TIO4016
2411501015,TIO4017
2411501015,TIO4018
2411501015,UAY0004
2411501015,UAY0010
2411501016,TIO3010
2411501016,TIO3011
2411501016,TIO3012
2411501016,TIO3013
2411501016,UAY0003
2411501016,UAY0009
2411501016,TIO4014
2411501016,TIO4015
2411501016,TIO4016
2411501016,TIO4017
2411501016,TIO4018
2411501016,UAY0004
2411501016,UAY0010
2411501018,TIO3010
2411501018,TIO3011
2411501018,TIO3012
2411501018,TIO3013
2411501018,UAY0003
2411501018,UAY0009
2411501018,TIO4014
2411501018,TIO4015
2411501018,TIO4016
2411501018,TIO4017
2411501018,TIO4018
2411501018,UAY0004
2411501018,UAY0010
2411501019,TIO3010
2411501019,TIO3011
2411501019,TIO3012
2411501019,TIO3013
2411501019,UAY0003
2411501019,UAY0009
2411501019,TIO4014
2411501019,TIO4015
2411501019,TIO4016
2411501019,TIO4017
2411501019,TIO4018
2411501019,UAY0004
2411501019,UAY0010
2411501020,TIO3010
2411501020,TIO3011
2411501020,TIO3012
2411501020,TIO3013
2411501020,UAY0003
2411501020,UAY0009
2411501020,TIO4014
2411501020,TIO4015
2411501020,TIO4016
2411501020,TIO4017
2411501020,TIO4018
2411501020,UAY0004
2411501020,UAY0010
2411501021,TIO3010
2411501021,TIO3011
2411501021,TIO3012
2411501021,TIO3013
2411501021,UAY0003
2411501021,UAY0009
2411501021,TIO4014
2411501021,TIO4015
2411501021,TIO4016
2411501021,TIO4017
2411501021,TIO4018
2411501021,UAY0004
2411501021,UAY0010
2411501022,TIO3010
2411501022,TIO3011
2411501022,TIO3012
2411501022,TIO3013
2411501022,UAY0003
2411501022,UAY0009
2411501022,TIO4014
2411501022,TIO4015
2411501022,TIO4016
2411501022,TIO4017
2411501022,TIO4018
2411501022,UAY0004
2411501022,UAY0010
2411501023,TIO3010
2411501023,TIO3011
2411501023,TIO3012
2411501023,TIO3013
2411501023,UAY0003
2411501023,UAY0009
2411501023,TIO4014
2411501023,TIO4015
2411501023,TIO4016
2411501023,TIO4017
2411501023,TIO4018
2411501023,UAY0004
2411501023,UAY0010
2411501024,TIO3010
2411501024,TIO3011
2411501024,TIO3012
2411501024,TIO3013
2411501024,UAY0003
2411501024,UAY0009
2411501024,TIO4014
2411501024,TIO4015
2411501024,TIO4016
2411501024,TIO4017
2411501024,TIO4018
2411501024,UAY0004
2411501024,UAY0010
2411501025,TIO3010
2411501025,TIO3011
2411501025,TIO3012
2411501025,TIO3013
2411501025,UAY0003
2411501025,UAY0009
2411501025,TIO4014
2411501025,TIO4015
2411501025,TIO4016
2411501025,TIO4017
2411501025,TIO4018
2411501025,UAY0004
2411501025,UAY0010
2411501026,TIO3010
2411501026,TIO3011
2411501026,TIO3012
2411501026,TIO3013
2411501026,UAY0003
2411501026,UAY0009
2411501026,TIO4014
2411501026,TIO4015
2411501026,TIO4016
2411501026,TIO4017
2411501026,TIO4018
2411501026,UAY0004
2411501026,UAY0010
2411501027,TIO3010
2411501027,TIO3011
2411501027,TIO3012
2411501027,TIO3013
2411501027,UAY0003
2411501027,UAY0009
2411501027,TIO4014
2411501027,TIO4015
2411501027,TIO4016
2411501027,TIO4017
2411501027,TIO4018
2411501027,UAY0004
2411501027,UAY0010
2411501028,TIO3010
2411501028,TIO3011
2411501028,TIO3012
2411501028,TIO3013
2411501028,UAY0003
2411501028,UAY0009
2411501028,TIO4014
2411501028,TIO4015
2411501028,TIO4016
2411501028,TIO4017
2411501028,TIO4018
2411501028,UAY0004
2411501028,UAY0010
2411501029,TIO3010
2411501029,TIO3011
2411501029,TIO3012
2411501029,TIO3013
2411501029,UAY0003
2411501029,UAY0009
2411501029,TIO4014
2411501029,TIO4015
2411501029,TIO4016
2411501029,TIO4017
2411501029,TIO4018
2411501029,UAY0004
2411501029,UAY0010
2411501030,TIO3010
2411501030,TIO3011
2411501030,TIO3012
2411501030,TIO3013
2411501030,UAY0003
2411501030,UAY0009
2411501030,TIO4014
2411501030,TIO4015
2411501030,TIO4016
2411501030,TIO4017
2411501030,TIO4018
2411501030,UAY0004
2411501030,UAY0010
2411501031,TIO3010
2411501031,TIO3011
2411501031,TIO3012
2411501031,TIO3013
2411501031,UAY0003
2411501031,UAY0009
2411501031,TIO4014
2411501031,TIO4015
2411501031,TIO4016
2411501031,TIO4017
2411501031,TIO4018
2411501031,UAY0004
2411501031,UAY0010
2411501032,TIO3010
2411501032,TIO3011
2411501032,TIO3012
2411501032,TIO3013
2411501032,UAY0003
2411501032,UAY0009
2411501032,TIO4014
2411501032,TIO4015
2411501032,TIO4016
2411501032,TIO4017
2411501032,TIO4018
2411501032,UAY0004
2411501032,UAY0010
2411501033,TIO3010
2411501033,TIO3011
2411501033,TIO3012
2411501033,TIO3013
2411501033,UAY0003
2411501033,UAY0009
2411501033,TIO4014
2411501033,TIO4015
2411501033,TIO4016
2411501033,TIO4017
2411501033,TIO4018
2411501033,UAY0004
2411501033,UAY0010
2411501034,TIO3010
2411501034,TIO3011
2411501034,TIO3012
2411501034,TIO3013
2411501034,UAY0003
2411501034,UAY0009
2411501034,TIO4014
2411501034,TIO4015
